,text,label
6765,"""Hì, đi ngủ thì vẫn có chuyển động, lăn qua lăn lại các kiểu chứ nhỉ? Nhưng nó chung là nói tính giỏi, như mình 11h lên giường nằm ôm đt cả tiếng, đến 12h đi ngủ thì sáng hôm sau dậy thấy nó báo bắt đầu ngủ từ 12h, có lệch cũng chỉ lệch dưới 5p, phải nói là quá tốt.""",0
6766, Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh. Mỗi tội em bé không hợp tác 😂😂😂. ,0
6767,Hàng đong goi rất cẩn thận,0
6768,Tốt mã rã đám sai số mỗ lần cân là 100 gam,1
6769,Hàng xinh xắn y hình;  Đóng gói sản phẩm chắc chắn,0
6770,Hàng quá nhỏ,1
6771,Cửa hàng bảo loa to nhưng hàng về loa bé quá..,1
6772,Tôi đã nhận hàng ngày thứ 2 (16/07/2018) và mang về cắm điện nhưng hộp đựng đồng hồ chỉ chạy được một đêm đến sáng hôm sau thì động cơ không còn quay nữa và hiện đã ngưng hoạt động hoàn toàn. Tôi đã liên hệ tổng đài Shopee để làm thủ tục trả lại hàng. Mong shop hỗ trợ cho bên Shopee. Thanks. ,0
6773,Sản phẩm như hình và giao hàng nhanh,0
6774,Chi duoc 1sp la dep 2cai con lai ko duoc ung cho nam,0
6775, Chất lượng sản phẩm tuyệt vời.  Khung chắc chắn.  Hơi thấp tí thôi,0
6776,Sim dùng ổn sẽ ủng hộ shop lâu dài,0
6777,"Thành tích học tập cũng như kết quả thi tốt nghiệp của hai em thật đáng khen ngợi , nhưng cái đáng quý hơn nữa là tấm lòng của hai em đối với người bị nạn , các em là người đáng khen thật sự .",1
6778, Thời gian giao hàng chậm.Áo sz quá nhỏ ko vừa bé 5kg.,1
6779,Mềm mướt còn thơm nữa cực iu ❤️,0
6780,Đóng gói sản phẩm rất đẹp và chắc chắn..Thời gian giao hàng rất nhanh..Chưa uống thử nên chưa biết.,0
6781,Hàng rất ôke,0
6782, Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn.Nhung ko đúng màu sac. Bi khách chê va đòi tra lai,0
6783,Ngon  hợp vệ sinh . Khô gà mềm vị vừa ăn và khá nhiều 👍👍,0
6784,Đóng gói hộp quá tệ,1
6785,Đóng gói hàng cẩn thậnđàn tặng kèm rất đẹp,0
6786,Sp được dây nữ hơi to .Đóng gói sản phẩm rất đẹp và chắc chắn,0
6787,Dễ xước Vl để trong cặp toàn vở nứt mẹ ra cảm vl,1
6788,Giao hàng nhanh. Giày như hình ạ <3,0
6789,Cực kì hài lòng vế shop luôn :33 thời gian giao hàng nhanh khủng khiếp  đóng gói chắc chắn sản phẩm rẻ mà lại đẹp hơn cả tưởng tượng xinh yêu lắm luôn còn đc shop tặng kèm pick gảy và dây nữa :33 với giá thành ntn rất phù hợp cho người muốn tập chơi như em~~~,0
6790,Son có mùi dầu hư ngửi mùi ko thích tí nào biết vậy ko mua rồi.,1
6791, Shop phục vụ rất tốt sản phẩm ăn ngon,0
6792,Dao bao test bén kinh 5*,0
6793,Mang đi làm trời mưa thì bá báy bọ chét luôn 😂,0
6794,Sản phẩm đẹp nhưng dùng sau 1 thời gian ( 1 tháng) thì bị ko ăn bếp điện nữa. có vẻ chiên xào mùi vị k ngon bằng chảo bt,1
6795,- đặt hàng nhiều lần ở shop lúc nào cũng yên tâm  Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền,0
6796,Sản phẩm không đúng với yêu cầu. Lừa gạt nhau thôi. ,1
6797,Mình cứ tưởng là bột matcha trà xanh nhưng không phải. Dùng được vài lần thấy không hiệu quả gì. Không thích lắm.,1
6798,Uổng cho mình tín đồ của iphone,1
6799, Shop phục vụ rất tốt Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh nhưng chân mình size 39 ord đôi này cũng size 39 mà đeo hơi kích hjxxx 😭😭,0
6800,sp nhìn trên ảnh thi đẹp ma khi nhân về đóng gói kiểu j ma phần dưới cua nồi bong ra ah. Nhận hàng mà thấy bùn.,0
6801,gọi là ấm siêu tốc mà Sao đun nước chậm sôi vậy Đun mãi mới xong ấm nước,1
6802,Sản phẩm này ko có ĐC chất lượng nào hết .... Sản phẩm mà tôi nhận ĐC bị hỏng giống như đồ sử dụng lại của người khác ko bằng.... Rất tệ....,1
6803,hàng trung quốc 1 tuần hư luôn,1
6804,"""Thích con ZenBook UX303 màu vàng ánh kim quá! Trông rất lịch lãm, vào quán cafe vừa nhâm nhi vừa lướt web đậm chất soái ca""",0
6805, Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn. Nk Form hơi to.  Bạn nào Đi 38 đặt 36 vẫn vừa.,0
6806,Sopee ncc del phải là sopee mà lừa giói đấy á các bạn nên đừng mua sopee này :)),0
6807, Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Thời gian giao hàng rất nhanh.cứ nghĩ nhận được hàng lởm thôi ai dè nhìn bao bì cũng đàng hoàng phết có cả user manual lạ còn bảo hành 6 tháng nữa.,0
6808,Vì Tiki đóng gói hàng rất cẩn thận không chê vào đâu nhưng sản phẩm bên trong mình thấy rất tệ. Chỉ thấy vị cay cay mùi của vừng và mùi gì đó nữa mình cũng không rõ chứ không cảm nhận được mùi vị của thịt bò. Thật sự rất nhạt. Mình khuyên bạn nào có ý định mua sản phẩm này thì không nên mua.,1
6809,Minh mua sp tp link nay ve . Setup du kieu ma chi co the in duoc van ban . In cac file nhu cad  vector  photo deu bi loi ko in duoc. Hang dom qua trong minh dag dung mot sp tp link khac thi in ok het . Qua oai,1
6810,Hmmm đây là lần đầu tiên mình đánh giá chi tiết 1 cửa hàng (Chi nhánh hahaBBQ Tây Thạnh).- Độ đa dạng món ăn: 8/10.- Cách nêm: 9.5/10.- Bày trí: 9/10.- Phục vụ: 10/10 (nvien giữ xe cực có tâm).- Tolet: 8/10.- Sắp xếp quán: 8.5/10 (Có máy hút khói).- Kết: Chắc chắn sẽ quay lại rất đáng đồng tiền.,0
6811,Màu lên đẹp. K kén da.giao hàng rất nhanh . Đặt chiều hôm trước hôm sau đã có hàng r,0
6812,Mẫu siêu siêu ưng. 💯💯💯 Đóng gói kĩ,0
6813, Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn. Sẽ ủng hộ shop dài dài ❤️,0
6814,nghe nhạc thì tạm được. còn hát thì... loa bị rè quá chẳng nghe được gì,1
6815,làm ăm như kiểu gì. đặt xl mà còn nhỏ hơn size l. mà còn ko đúng miêu tả,1
6816, Đóng gói sản phẩm rất đẹp và chắc chắn. San pham y hình chất mỏng mát.,0
6817,Cũng khá ok so với giá tiền..Giao hàng nhanh shop cũng nhiệt tình. ,0
6818,Hàng y hình giao hàng nhanh hơn dự kiến. ,0
6819,quá ok luôn ậ ,0
6820, Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn.Chỉ 1 từ ' đẹp'.Cảm ơn shop,0
6821,Đã mua vài lần bán hàng rất tốt,0
6822,Sách đưa ra nhiều tình huống nguy hiểm rất thực tế tuy nhiên nội dung khá đơn địu chưa hấp dẫn bé nhà mình. Nếu sách đưa ra những tình huống có cốt truyện thì sẽ hay hơn.,1
6823," Thời gian giao hàng rất nhanh, giày đẹp nữa..Cảm ơn shop nhiều ☺️",0
6824,Mình đã tham khảo các đánh giá và đã nhờ bạn mình chọn mua son này. Tiki giao hàng nhanh và gói hàng cẩn thận. Tuy nhiên về chất son sau khi dùng thì mình không thích lắm. Chất son không dùng được cho môi khô cần tô son dưỡng trước. Son lại dễ trôi ăn uống xong là trôi gần hết. Thêm nữa là vỏ son nhìn thô không đẹp chút nào. Mình thấy hơi thất vọng về dòng son này.,1
6825,Shop giao hàng nói hết máy hơi nước nhưng lỡ đặt rồi 1l rồi mình đã trả hàng lại đặt lần s nói để 55k vào tring bịt giao hàng ai ngờ lại không có làm ăn như vậy mính khokng dám mua nữa trong khi minhg mua đã 3l mua dùm mà còn phải bỏ 55k để trả ,1
6826,"Hàng nguyên tem nguyên kiện, chuẩn. chưa sd nên chưa biết chl thế nào. Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Thời gian giao hàng rất nhanh",0
6827,Giao hàng ko đúng size bị lỗi nguyên 1 đường dài phía trước luôn ,0
6828,rất  dễ  thương...  Cưng  quá  shop ơi!!! ,0
6829,Đặt có 8mon à giao thiếu 2 món rồi làm ăn thật quá đáng mà  ,1
6830,sp sales chất lượng sales.,1
6831,Đẹp .Mang êm chân .Còn được tặng quà.  Rất đáng tiền,0
6832,Sản phẩm ko giống với mô tả  thất vọng,1
6833,Nhjn dep lam,0
6834,San phẩm bi loi ko dung dược yêu cau doi tra,1
6835,Xay tốt.  ,0
6836,Chất lượng sản phẩm tuyệt vời và Shop phục vụ rất tốt,0
6837,Chủ shop rep nhanh và trả lời rất tận tình còn tặng thêm cho mình cọ quét mặt nạ rất mềm hihi. Bột chất lượng tốt đóng gói chắc chắn và sạch sẽ. Dùng hết mình sẽ mua lại.,0
6838,rất ưng ý với sản phẩm nhé shop,0
6839,Đóng gói gọn gàng giao hàng cực kỳ nhanh. Chất lượng sp mình sẽ cập nhật sau khi dùng ☺️,0
6840,Quạt mình nhận hôm t7 mà hqua đã đơ chạy đc vài phút tự tắt rồi,1
6841,Hàg oke lắm!đóg gói hàng cũg oke lun!,0
6842,Hàng đẹp chất lượng tốt các bạn nhé! Tks Shop,0
6843,Sp ngã màu hơi vàng rồi. Lấy mã vận chuyển mà vẫn tính phí ship. Chán ghê.,1
6844,Tại sao hàng không nguyên seal mà bị dán lại vậy ạ shop rep tin nhắn quá lâu . Mình không hài lòng khi nhận phải thùng hàng đã bóc ra và dán lại như vậy .,1
6845,Đúng chuẩn ngon bổ rẻ ,0
6846,Hàng tốt  Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh,0
6847,Chán quá shop chọn sezi 2 con mình k mặc vừa chắc 2 năm nữa mới mặc mất,0
6848,Chất son cực mịn  - nói chung là tuyệt vời 😍😍,0
6849,Shop de thương nhiet tình sẽ ủng hô lâu dai,0
6850,Chưa sử dụng. Nhưng thấy ok,0
6851,"""Nhất định phải mua 1 em này mới đc quá tuyệt""",0
6852,đèn lắp vào xe mình sao yếu quá vậy shop ơi chán quá đi thôi mình trả lại vậy shop ạ,1
6853, Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh Thời gian giao hàng rất nhanh Thời gian giao hàng rất nhanh,0
6854,Bán hàng không trung thực nói là tặng cái chén có nắp hình thú mà không có trẻ nhà mình háo hức chờ cái chén vậy mà không có  nó giận không thèm ăn mì luôn. Buồn. mặc dù không đáng bn tiền ? Thời gian giao hàng rất nhanh,1
6855,Mình thấy bạn mình nói thuốc nhuộm tóc l'oreal của pháp nên mình dùng thử và thấy lên màu khá đẹp(mình nhuộm màu 5.43)hơn nữa thuốc không gây kích ứng da nên mình cũng khá yên tâmkhông biết sau này có bay màu không nữa chứ mình nhuộm được nửa tháng rồi nhìn vẫn ok lắm.,1
6856,Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn . Lần sau có gì Sẽ ủng hộ shop,0
6857,Tập giấy bấm lỗ lệch với còng. Bỏ vào rất khó. Giao hàng quá lâu. Mong khắc phục ạ.,1
6858, Chất lượng sản phẩm rất kém.Mỏng  áo mưa mà vải thấm nước  bó tay,1
6859,micro như đồ chơi trẻ con 👶👶👶,1
6860,Sản phẩm bị hởquai sau dính keo bong lớp da trongkhông hài lòng,1
6861,Son mùi thơm chất được nhưng m k hợp màu :(((. Cho shop 5* :3,0
6862,Chúc các anh thành công !,1
6863,Ko cho xem hang nên ko nhận hàng,0
6864,tin tưởng tiki nên cho người nhà nhận hànggiờ giao thiếu 1 cuốnchỉ có mỗi tập 2 mà tính đủ tiền là sao,1
6865,Phấn nhìu.tốt hơn so vs mình nghĩ,0
6866,Sản phâm quá tệ giao hàng lộn mà còn không chịu trách nhiệm còn kêu khách vất đôi giày đi.  Chất lượng sản phẩm rất kém ,1
6867,Chất vải tạm được đường may xấu cúc giả không đính mà dán keo không chắc chắn,0
6868, Mua ở đây lần nào cũng ok về chất lượng. Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh,0
6869,"Giày rất xinh , và chắc chắn hộp của hãng giày luôn . .Giày êm , da đường khâu rất chắc chắn. .Sẽ ủng hộ shop dài dài ❤️❤️❤️.Chúc shop buôn may bán đắt😉",0
6870,Mua 2 miếng 1 miếng nứt 2 đường sẵn nhìn chán chẳng muốn dán ???!!!,1
6871,son tôi nhận đc không có tên sp in trên thân son như hình.,1
6872,Mjnh muon tra hang nay nhe nhan dc hang da bi be vo sop cho minh dia chi cu the ah.,0
6873,Hợp lý với giá tiền 49K. Cân nhắc khi mua.  Đây là hàng gia công may nhái theo mẫu trên web.  Quần không giống như hình.  Tất cả các đường may đều là vắt sổ.,1
6874,Dài rộng quá ạ,0
6875,Chất lượng không chấp nhận đc. Wifi j 2 dâu mà cách 5m ko thấy sóng sánh đâu. Kiểu không cho xem hàng trước là ko ok rùi.,1
6876,Giao nồi bong tróc men bên trong cả bên ngoài gọi hotline ko đc  yêu cầu đổi trả hàng vì mình mua tặng . Tiki giả quyết dùm đi,1
6877,Mua 20 miếng mask nhiều loại khác nhau nhưng không bị gói nhầm hàng như những shop khác. Làm việc có tâm ạ. Đã mua nhiều lần và lần nào cũng ưng ý,0
6878,tốt đẹp .mại zô bà trưng on ơi...,0
6879, Chất lượng sản phẩm rất kém. Mua về không dùng được luôn ạ. Nghĩ là đến tháng bôi lên mặt bị mụn nhưg ko phải ạ. Mã code giờ giả như thật. Ko phân biệt đc,1
6880,Đồng hồ không chạy =)) quá kém,1
6881,Sài mau het pin  ráng thẻ nhớ bi nóng máy,1
6882,Không giống hình  xấu,1
6883, Rất không đáng tiền Chất lượng sản phẩm rất kém. Đóng gói sản phẩm rất kém.,1
6884,Khi may bi roi chi. Gọi dt thi ko bắt may. Bay gio ko biết phai lam sao,1
6885, Chất lượng sản phẩm tuyệt vời giao hàng tiết kiệm càng ngày càng đi xuống,0
6886, Chất lượng sản phẩm tuyệt vời.Mạng dùng ổn định hơn! Cảm ơn shop nhiều ạ 😝😝😝,0
6887, Chất lượng sản phẩm tuyệt vời .Shop phục vụ rất tốt.Luôn tặng quà dùng thử.,0
6888, Rất đáng tiền Thời gian giao hàng rất nhanh máy rất đẹp còn độ bền phải chờ thời gian sử dung. ,0
6889,Khăn đổ lông khui ra là bay sợi lên tùm lum. Không dám xài cho bé.  Shop phục vụ rất kém,1
6890, Chất lượng sản phẩm tuyệt vời. Sản phẩm giống hình. Sản phẩm quá ok so với giá. ,0
6891, Đóng gói sản phẩm rất đẹp và chắc chắn. Sản phẩm không giống hình shop đăng. ,1
6892,Khô ngon chất lượng ,0
6893,Đẹp. Rat hai long,0
6894,Hàng tốt nên mua,0
6895,sách in bị thiếu trang từ trang 64 nhảy lên toeis trang 81.. đf đọc nd này nhảy qua cái khác. k hiểu j lun...,1
6896,"""Cái gì cũng đc, ngoại trừ PIN""",1
6897,Giao San phâm cho khách hàng mà thiêu quà tang  KH da Thông báo mà 2 tuan roi cung khong nhân duoc 1 su Phan hôi nào ca  Tu Dong huy don hang cua KH mà khong Thông báo,1
6898,Khan mong. Tien nao cua do,0
6899,Shop giao hàng sai màu ,1
6900, Shop phục vụ rất kém Thời gian giao hàng rất chậm Rất không đáng tiền Shop phục vụ rất kém Đóng gói sản phẩm rất kém,1
6901,Bịch trắng đợt này làm hơi nhiều sữa ăn ngọt quá sôcôla vẫn ngon như bt  Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh,0
6902,"Marcus Aurelius là học trò giỏi nhất của trường phái khắc kỷ một trường phái mà đặt phẩm cách là vị trí quan trọng của cuộc sống hạnh phúc trong lối sống đó tính tối giản lối sống tối giản tập trung vào những gì quan trọng nhất của cuộc sống. Những điều đó đã không được thể hiện bằng nhiều cách ở cuốn sách này. .1) Thể hiện bìa, chất lượng giấy, màu sắc, trình bày nội dung trái ngược với trường phái, làm người đọc cho tôi cảm giác rất khó chịu, giống như một tác phẩm lớn của nhân loại lại được dịch, viết bởi một người hời hợt...2) Khi đọc, nội dung và cách diễn dịch của tác giả cũng không thể hiện được sự sâu sắc của tác phẩm...Khuyên các bạn tìm đọc Meditation của chính Marcus Aurelius.",1
6903,Sim dùng tốt giao hàng nhanh! Ủng hộ shop!,0
6904, Chất lượng sản phẩm tuyệt vời. rất thơm,0
6905,Hàng móp   inbox shop ko rep hơi buồn   còn lại thì ổn ,1
6906,Thời gian giao hàng rất nhanh. Shop phục vụ rất tốt. Chất lượng sản phẩm tuyệt vời,0
6907, Rất đáng tiền. Bao bi hoi cu xiu nhung sp chat luong! ,0
6908,Shop gói hàng vô cùng cẩn thận chất lượng sản phẩm tuyệt vời 👍🏻👍🏻👍🏻👍🏻👍🏻,0
6909,Thật sự rất thất vọng về 2 cái bàn ủi này. Vừa mới mua về dùng đã bị chảy nước từ bình chứa rồi. Không cách nào khắc phục được. Vừa đổ đầy bình nước mới vào dùng là cứ thế nước lại chảy ngược ra luôn. Tiki còn đưa mỗi cái giấy bán hàng của bên họ không có giấy bảo hành của Lock&lock nên mình mang đến cửa hàng Lock&lock còn bị từ chối bảo hành luôn cơ. Bực hết cả mình.,1
6910,Mua về xem như bỏ để nghị tiki xem lại chất lượng của các giang hàng,1
6911,Mua 5 hộp dùng dợt tạm thôi chứ đánh chính không được.Cầu bay nhanh đập lạng.,1
6912,Dùng một lần đã bị chập điện hỏng luôn rồi.Thất vọng quá 😌,1
6913,Tuy thích xám cam nhưng hết size nên mua xám đen. Đẹp ngoài mong đợi. Êm chân và form đẹp. Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh,0
6914,Hàng chính hãng.  Chất lượng sản phẩm tuyệt vời.  Đóng gói sản phẩm rất đẹp và chắc chắn. Rất đáng tiền. Quạt nhỏ chạy êm. Gió mát vừa.,0
6915,Mình mua bình này khi tiki khuyến mãi còn 69k. Nhưng mang về sử dụng giữ nhiệt rất kém mình thích uống trà linh chi vào buổi sáng nên thường pha vào buổi tối và giữ trong bình sáng hôm sau đi làm đổ ra uống nó nguội ngắc luôn. Thực sự rất thất vọng,1
6916,"Hàng xài ok, giá thành rẻ.good.",0
6917,Có thể nguyên tác hay và chắc chắn nó phải hay cũng chính vì thế mà mới được đón nhận. Tuy vậy tôi sẽ cố gắng ghi nhớ tên những dịch giả này với cách viết giòn gãy và không gây được một chút thú vị nào cho người đọc. Trên mọi hệ quy chiếu cuốn sách đều dài và sự không mướt mát làm tôi không thể đi hết chặng đường ít có gì để đọng lại.,1
6918,Đã giao hàng chậm đã dành mua quyển đặc biệt có tặng kèm mà chỉ thấy hình gặp còn 2 tấm bookmark bị Tiki quăng vô nhà xí nào rồi!!!,1
6919, Thời gian giao hàng rất nhanh. Shop phục vụ tốt. Nhưng bìa giấy hơi mỏng. Gãy chân tựa của hình hết,0
6920,Hàng chuẩn auth   Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh,0
6921,Nhựa tái chế,1
6922,Ko biết đúng size ko nhưng to hơn chân mình tầm 2 size :3 nhưng dù sao giày cũng rất đẹp  đáng tiền . Cảm ơn shop ,0
6923, Chất lượng sản phẩm tuyệt vời. Bình sữa k có mùi lạ. Hàng chính hãng. Khay úp bình rất rộng. Mình hài lòng về chất lượng sp,0
6924,Sản phẩm giao nhanh. Đóng gói rất kĩ.,0
6925, Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắnrất hài lòng,0
6926, Chất lượng sản phẩm tuyệt vời. Hài lòng về sản phẩm từ cách gói hàng đến chất lượng và đến cả giá cả. Sẽ ủng hộ shop nhiều ,0
6927,Giao thiếu hàng rất nhiều ,1
6928,Zà phòng thơm mùi dễ chịu Chất lượng sản phẩm tuyệt vời,0
6929, Chất lượng sản phẩm tuyệt vời shop tư vấn và chăm sóc KH tốt,0
6930, Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Thời gian giao hàng rất nhanh.chất lượng chưa dùng nên chưa biết,0
6931,San pham giong nhu hinh sac thu thay tot chua biet do ben . Sen do giao hang phi cao qua Go vap den Tan binh 37.000. San pham mua co 66.000.Thanh toan 103.000,1
6932,Chất lượng sp oke,0
6933,Hơi bé bé xinh xinh bị chết mê chết mệt vs ẻm ,0
6934,Giao hàng tốc độ ánh sáng  giày đẹp  ngoài lề 1 chút là a giao hàng vô cùng dễ thương hihi,0
6935,😍  Chất lượng sản phẩm tuyệt vời,0
6936,sách bị gập góc bìa  bìa có 1 vết xước dài ngang bìa  truyện có 1 tờ bị rách góc,1
6937,Quần rất đẹp tặng shop 5*,0
6938,Thời Gian giao hàng........ Kinh khủng. ,1
6939,Shop giao nhầm loại cho mình. Hi vọng lần sau shop cẩn thận hơn ạ,0
6940, Chất lượng sản phẩm tuyệt vời. Chị em nên sử dụng thử nạ của Đài nhé ^^,0
6941, Shop phục vụ rất kém Rất không đáng tiềnNhắn tin shop không thèm trả lời .giao hàng thì lâu .cả tuần không tới tay khách hàng,1
6942, Thời gian giao hàng rất nhanh  Đóng gói sản phẩm rất đẹp và chắc chắn,0
6943,Mua lần 2 rồi giá rẻ hàng tốt gói kĩ.,0
6944,"""sony xperia z1 bạn nhé, cấu hình mạnh cam đẹp tuyệt với luôn""",0
6945, Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Thời gian giao hàng rất nhanh.Mình nhận đc 45c mà chỉ bị xẹp 1 cái thôi. Bánh mới date xa nữa ,0
6946,Mà sao các bác biết người ta không làm từ thiện ... .,0
6947,Giao hàng chậm -1*. Đóng gói không chắc chắn -1*. Giao thiếu hàng (dù đã trả lại tiền trong gói hàng nhưng vẫn thấy không hài lòng) -1*. Chất lượng tạm chấp nhận so với giá tiền. Nói chung cảm thấy thất vọng!,1
6948,Giao sai sản phẩm 😓Hi vọng shop đổi lại sản phẩm ,1
6949,Lần đầu tôi cũng mua tã moony trên tiki thì được cho vài hộp rất đep. Nhưng lần này dử dụng ni lông để quấn quanh rồi giao hàng nhìn ko ưng ý tí nào.,1
6950, Xay đá và thịt rất nhuyễn máy k ổn lắm. Chất lượng sản phẩm tuyệt vời,0
6951,Bị thâm ,1
6952, Thời gian giao hàng rất nhanh.Tất cả đều ok tuy nhiên màu son thật k được tươi như hình quảng cáo,0
6953,Mình mua tương đối nhiều sách trên Tiki lúc mua thi mình cũng đã lên kênh vtc9 xem họ nhân xét về cuốn này và cuối cùng mình quyết định đặt mua mặc dù mẹ mình cũng khuyên là cuốn này không cần thiết và thực sự nó quá phí tiền chứ không phải vừa. Mấy trò dạy trong đấy thấy rất bình thường và quá cơ bản ví dụ như cách dạy luộc trứng lòng đào luộc theo đúng thời gian như trong sách hướng dẫn thì trứng chín chuyển thành màu đen lâu rồi hay như cách bọc quà sao cho khéo mình thấy  không những còn không khéo mà còn rất cổ và cũ ý. Nói chung là mình không có ý dìm nói xấu đâu nhưng thực sự mình không thấy bổ ích. ,1
6954,vai mong,1
6955,Giày đẹp! Nhưng không biết bền hay không!,0
6956,Túi đẹp khá rộng rãi nên mua,0
6957,Ít quá ko như mik tưởng tượng ,0
6958, Chất lượng sản phẩm tuyệt vời rất ngon chất lượng,0
6959, Chất lượng sản phẩm tuyệt vời hơi mỏng chút,0
6960,Sao 1thời gian mình ngưng xài thử thì bị rụng lại sợ sẽ rụng hết tóc nên chắc mình sẽ theo tdb này luôn chứ k dám bỏ giữa chừng 😫 cám ơn món quà của shop nhé ❤,0
6961,sản phẩm nhỏ.tại vì lúc lấy hàng đang gấp nếu mở ra xem tôi đã không lấy,1
6962,Giày xinh lắm 🤣🤣 chủ shop tư vấn nhiệt tình có cơ hội sẽ ủng hộ tiếp :))) 💓,0
6963, Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền. Ko chê dk luôn,0
6964,"""Bàn Phím Vật Lý vẫn ở lại, và Blackberry phải ra đi khỏi thị trường 1 sớm 1 chiều thôi. Nếu như Blackberry có Tài Chính mạnh để Duy Trì thì hãy cứ tiếp tục theo đuổi điều mà số đông Ng Sử Dụng ko thích. Tài Chính cạn kiệt, mà BB ko có sản phẩm Thuần Cảm Ứng Android để chạy theo xu hướng yêu thích của số đông ng dùng trên thị trường, chỉ có nước Ngỏi của Tỏi.Nói thực, cái Bàn Phím Vật Lý của Blackberry đã quá lỗi thời, xuất hiện trên chiếc Smartphone ko phù hợp, nhìn thô thiển khỏi phải bàn. Làm Kinh Doanh, mục đích chính ngoài Chất Lượng, còn phải có chú trọng sở thích của Khách Hàng mới đem về Doanh Thu. Sản phẩm sản xuất ra, chỉ để đáp ứng cho thiểu số ng dùng, thì BB chuẩn bị Bán Thân cho TQ 1 sớm, 1 chiều, với giá như bèo, là điều khó tránh.""",1
6965,Shop giao hàng nhanh đóng gói đẹp hàng thì cực cute lun. Rất đáng tiền,0
6966,Giá tốt. Rẻ hơn so với mua bên ngoài.,0
6967,Giao hàng nhanh chất lượng tốt giá tốt,0
6968,Hàng kém chất lượngáo dính mực chữ áo khoác thì tè dây kéo. Hàng không giống hình 🙁 Rất không đáng tiền,1
6969,Thời gian giao hàng rất chậm..Thiếu hàng .Đóng gói sản phẩm rất kém. Chất lượng sản phẩm rất kém,1
6970, Đóng gói sản phẩm kém Đế giày không chắc chắn  Không đáng tiền Giày bị móp.,1
6971,k chấp nhận đc..........................................................................................................................................................................................................................,1
6972,Giao hàng cực kì chậm. Sơn bị bong tróc quá nhiều,1
6973,Chất lượng sản phẩm rất kémKhông đáng tiền mua.Nhắn tin shop không rep.Lừa đảo tránh xa,1
6974,"Đánh giá 2 sao cho nổi bật :))))) hjhj Chất lượng khá tốt , hơi lỗi 1 số chỗ như ô xỏ giày chưa đục , mép giấy bẩn tệ , chỉ thừa nhiều.May mắn là logo đỏ ko bị lỗi ",1
6975, Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Rất đáng tiền Rất đáng tiền Shop phục vụ rất tốt,0
6976,Xinh xỉu lunnnn shop ở HN e ở Cần Thơ mà mới một hôm là hàng về r.,0
6977,Mới dùng. Thây sản phẩm tốt,0
6978,Cực kì bức xúc về cách đóng gói hàng của shop.Trước khi đặt hàng mình đã nói với chị chủ shop là đây là hàng mua tặng nên cái box rất quan trọng chị gói hàng kỹ giùm mình. Thế mà hàng mình nhận được chỉ bọc mỗi cái bọc nilon mỏng dính bên ngoài như thế này thì sao mà dám mang đi tặng được đây???,1
6979,E k ưng chút nào huhu,1
6980,Dép đẹp chắc chắn.,0
